experiment,epoch,accuracy,loss,val_accuracy,val_loss,recall,f1_score,mcc,epoch_time
vgg16_0.0001_8,1,0.5494703650474548,3.060088396072388,0.8472565412521362,0.4987761378288269,0.8475022892182156,0.8552566622453852,0.795753704995297,80.25
vgg16_0.0001_8,2,0.7858051061630249,0.7913838028907776,0.9130005240440368,0.2539264857769012,0.9139986254588192,0.9174115926648654,0.8830814834757075,76.75
vgg16_0.0001_8,3,0.8465042114257812,0.50370854139328,0.9144834280014038,0.2321556061506271,0.9165038514391628,0.919714266793064,0.8857335830221742,74.74
vgg16_0.0001_8,4,0.8600635528564453,0.3959995806217193,0.9298072457313538,0.1938619911670684,0.9318264078652564,0.9344182760014113,0.9060172540861344,76.39
vgg16_0.0001_8,5,0.8854872584342957,0.3397902846336365,0.9431537389755248,0.1631384491920471,0.9448075645701354,0.946608073637316,0.923649873130948,75.07
vgg16_0.0001_8,6,0.8933262825012207,0.3024170696735382,0.947108268737793,0.1585411727428436,0.9493719115356712,0.9507516259395924,0.9290679713261032,74.24
vgg16_0.0001_8,7,0.9003177881240845,0.289634495973587,0.9560059309005736,0.1406732052564621,0.9575967898709388,0.9585648818887456,0.9408641823706004,75.08
vgg16_0.0001_8,8,0.9105932116508484,0.258966714143753,0.9550173282623292,0.1373978853225708,0.956997028124286,0.9578477206375868,0.9395505682575191,74.96
vgg16_0.001_10,1,0.8364406824111938,0.6701756715774536,0.9619377255439758,0.1235226988792419,0.9634924366848648,0.9640709698005134,0.948760112556572,80.82
vgg16_0.001_10,2,0.9099576473236084,0.2548215091228485,0.9619377255439758,0.1249416917562484,0.9621246441661454,0.9637097559380534,0.948887478893458,76.89
vgg16_0.001_10,3,0.9288135766983032,0.2006048262119293,0.969846785068512,0.0919720381498336,0.9718147079787168,0.9711566320140098,0.95948666390439,76.47
vgg16_0.001_10,4,0.934110164642334,0.1789538562297821,0.9673751592636108,0.0948542281985282,0.967592156564979,0.9683100624202704,0.9562056985723816,76.26
vgg16_0.001_10,5,0.9411016702651978,0.1634027361869812,0.975284218788147,0.0794731602072715,0.9757948732066436,0.9756740349419808,0.9667937350437408,75.69
vgg16_0.001_10,6,0.945974588394165,0.1429492682218551,0.9708353877067566,0.085986316204071,0.9719151142367076,0.9725549278961664,0.9607737345618872,75.31
vgg16_0.001_10,7,0.9515889883041382,0.1356442272663116,0.9836875796318054,0.0609748661518096,0.9841703193551627,0.9840680609375756,0.978090408592785,76.87
vgg16_0.001_10,8,0.948410987854004,0.1403574049472808,0.9807217121124268,0.063081219792366,0.9819403384134936,0.981348278389099,0.9740547061044956,77.48
vgg16_0.001_10,9,0.9540254473686218,0.1302899271249771,0.9822046756744384,0.058049488812685,0.9830209989908522,0.982825270476552,0.9760392098151388,75.69
vgg16_0.001_10,10,0.9538135528564452,0.1247163265943527,0.979238748550415,0.0666663125157356,0.9790372118747488,0.9798307460054292,0.9721024981283288,76.57
vgg16_0.001_12,1,0.8373940587043762,0.5992026329040527,0.9535343647003174,0.1368946880102157,0.953806436566728,0.9560586999500756,0.9377162370502024,115.52
vgg16_0.001_12,2,0.9146186709403992,0.2429746240377426,0.9609490633010864,0.1183519959449768,0.959860440337048,0.9621354989872328,0.9476494756306753,93.15
vgg16_0.001_12,3,0.9276483058929444,0.1999302953481674,0.960454761981964,0.1203886792063713,0.961144736576277,0.9632487275352648,0.9470559411108832,83.77
vgg16_0.001_12,4,0.9348517060279846,0.1749559342861175,0.9767671823501588,0.0835615023970604,0.977091432722504,0.977659341784973,0.9687340730611196,84.39
vgg16_0.001_12,5,0.9399364590644836,0.1622693091630935,0.9742956161499025,0.0778597518801689,0.9738063129259856,0.9750509480211812,0.9654415791307648,75.35
vgg16_0.001_12,6,0.9498940706253052,0.1426335126161575,0.9762728810310364,0.0705820396542549,0.975962469933732,0.9770245877827668,0.968057857350584,77.99
vgg16_0.001_12,7,0.945974588394165,0.1439167857170105,0.9708353877067566,0.0919964835047721,0.9697114104633424,0.9712237716796306,0.9609969842013036,75.19
vgg16_0.001_12,8,0.9507415294647216,0.1290597319602966,0.9817103147506714,0.0587841384112834,0.9826486007170446,0.98235191177917,0.9753766243800924,75.08
vgg16_0.001_12,9,0.9522245526313782,0.1271041929721832,0.9767671823501588,0.0659402161836624,0.9778129654012216,0.9780466783196764,0.9688215062066085,76.44
vgg16_0.001_12,10,0.9552966356277466,0.120017722249031,0.9797330498695374,0.0588211193680763,0.9796690889577592,0.98020910244542,0.9727052227458668,75.76
vgg16_0.001_12,11,0.956885576248169,0.1198382973670959,0.977261483669281,0.0702662840485572,0.976767778466368,0.9779220531175912,0.9694504059189302,74.95
vgg16_0.001_12,12,0.9566737413406372,0.1137000918388366,0.9782501459121704,0.0686465576291084,0.979582298081676,0.9794338854154666,0.97076050781895,74.64
vgg16_0.001_8,1,0.8444915413856506,0.522219181060791,0.96391499042511,0.1161375120282173,0.9630477567359284,0.9649876730045792,0.9516442315646978,79.09
vgg16_0.001_8,2,0.9135593175888062,0.2438685297966003,0.97380131483078,0.0929430946707725,0.9732445980377444,0.974451545749496,0.9647326754425144,74.16
vgg16_0.001_8,3,0.9291313290596008,0.2008831351995468,0.9683638215065002,0.1045064479112625,0.9673098556931364,0.9689589071575488,0.9575438323616012,75.85
vgg16_0.001_8,4,0.938029646873474,0.1730066090822219,0.9757785201072692,0.0818208456039428,0.9760953051676172,0.9762605131637356,0.9674693019469304,74.12
vgg16_0.001_8,5,0.94141948223114,0.1624592095613479,0.9742956161499025,0.0786146521568298,0.974654445883528,0.9751681378415562,0.9654107486156224,74.82
vgg16_0.001_8,6,0.9492584466934204,0.1424826979637146,0.9693524241447448,0.0949802175164222,0.967996711748879,0.9696318951897472,0.9590715774468984,75.72
vgg16_0.001_8,7,0.9463983178138732,0.1497602015733719,0.9777557849884032,0.0705304592847824,0.9774299115418892,0.9779828827323924,0.9700743903459976,75.14
vgg16_0.001_8,8,0.9526482820510864,0.1339045763015747,0.9777557849884032,0.0658125281333923,0.9792098998078684,0.9791236056960928,0.9700629273290252,76.3
resnet50_5e-05_10,1,0.7594279646873474,0.6447749137878418,0.9090459942817688,0.2546153962612152,0.9141944388875844,0.9165821986849944,0.8779775209251094,137.36
resnet50_5e-05_10,2,0.8957627415657043,0.301610380411148,0.9382106065750122,0.1740893274545669,0.94045685868949,0.9427993053346132,0.9170876573313752,98.07
resnet50_5e-05_10,3,0.9135593175888062,0.2491342276334762,0.9476025700569152,0.1479989141225814,0.9497339576569596,0.951161734666952,0.929641472995962,86.52
resnet50_5e-05_10,4,0.9270127415657043,0.2146071493625641,0.9530400633811952,0.1351102739572525,0.9534498682319468,0.9554751737147158,0.9369568377474892,85.27
resnet50_5e-05_10,5,0.934639811515808,0.1923482418060302,0.952545702457428,0.1243852823972702,0.9529914778243438,0.9551288743030872,0.9362810802751952,86.81
resnet50_5e-05_10,6,0.9406779408454896,0.1737651079893112,0.9614434242248536,0.1115831732749939,0.9619164825905206,0.9634929340356274,0.9481940529083748,86.87
resnet50_5e-05_10,7,0.9450212121009828,0.1584345996379852,0.95847749710083,0.1109008193016052,0.9593643065040396,0.9608205717733062,0.9441876817188992,85.43
resnet50_5e-05_10,8,0.9480932354927064,0.1486960649490356,0.9644092917442322,0.103092111647129,0.9645417271651298,0.9661611145514876,0.9521970568515774,87.88
resnet50_5e-05_10,9,0.95116525888443,0.1434240639209747,0.9629263281822203,0.1037081331014633,0.9632787301676616,0.9648096343729898,0.9502278504635874,87.82
resnet50_5e-05_10,10,0.9532839059829712,0.1375515908002853,0.9653978943824768,0.0923505276441574,0.9659298118270748,0.9672963641678076,0.953496505311435,91.15
resnet50_5e-05_12,1,0.727224588394165,0.7104644775390625,0.88086998462677,0.3098548650741577,0.8837907245605884,0.8901692075960599,0.8436506137468925,88.31
resnet50_5e-05_12,2,0.8869703412055969,0.3141746520996094,0.928324282169342,0.1952574402093887,0.9310586924554852,0.9340549454196708,0.9039704329429672,89.61
resnet50_5e-05_12,3,0.9104872941970824,0.255586564540863,0.934256076812744,0.1704029142856598,0.9357293772010656,0.938871016212842,0.9118609993296656,87.44
resnet50_5e-05_12,4,0.9279661178588868,0.2129018902778625,0.9451310038566588,0.149533525109291,0.945501454323226,0.9483157397202564,0.9263958007580834,87.74
resnet50_5e-05_12,5,0.9287075996398926,0.2018637955188751,0.9520514011383056,0.1301344335079193,0.9539045536039028,0.9555763299566128,0.935509302165312,89.58
resnet50_5e-05_12,6,0.93686443567276,0.1822864711284637,0.9594661593437196,0.1206064447760582,0.9609620118529332,0.9622559179400514,0.9455219715043142,93.96
resnet50_5e-05_12,7,0.9427965879440308,0.1669619530439376,0.95847749710083,0.1209686025977134,0.959035833107674,0.9603953687926928,0.9443176160079784,94.18
resnet50_5e-05_12,8,0.948410987854004,0.1561283618211746,0.9644092917442322,0.1058350279927253,0.9650551084747532,0.9661591709336688,0.9522456523218294,90.89
resnet50_5e-05_12,9,0.9452330470085144,0.1517373323440551,0.9644092917442322,0.1088449358940124,0.9650724408215964,0.9661641777771972,0.9521960497772392,89.54
resnet50_5e-05_12,10,0.9520127177238464,0.1438926309347152,0.9668808579444884,0.0988878682255745,0.967574413779082,0.9684589301990412,0.9555350259784384,87.82
resnet50_5e-05_12,11,0.9522245526313782,0.1390621364116668,0.9634206891059875,0.1042519360780716,0.96413645810917,0.9656159383658166,0.9508768938785316,90.64
resnet50_5e-05_12,12,0.9565678238868712,0.1301456093788147,0.9599604606628418,0.110486164689064,0.9603172646272792,0.9619860840619736,0.9462548839600036,94.62
resnet50_5e-05_8,1,0.7644068002700806,0.6177743673324585,0.9209095239639282,0.2584136724472046,0.9231007694081728,0.9264652214617966,0.894534912999184,91.99
resnet50_5e-05_8,2,0.8909957408905029,0.3094300925731659,0.9436480402946472,0.1690073758363723,0.9443927421039446,0.947304735043929,0.924361626269809,91.23
resnet50_5e-05_8,3,0.9168432354927064,0.2437258511781692,0.9480968713760376,0.15076245367527,0.9485326818258544,0.9509711450785424,0.9304983143514703,90.99
resnet50_5e-05_8,4,0.9213982820510864,0.2162889242172241,0.9540286660194396,0.1313675194978714,0.9550678776533552,0.9567958805231735,0.93826326054715,90.55
resnet50_5e-05_8,5,0.9348517060279846,0.1904439926147461,0.95847749710083,0.1171496883034706,0.9592011719811508,0.960958981697036,0.9442428145147757,87.99
resnet50_5e-05_8,6,0.9378178119659424,0.1781723350286483,0.9649035930633544,0.1003867909312248,0.9656079736182926,0.9669381046538168,0.9528296419185078,110.27
resnet50_5e-05_8,7,0.9435381293296814,0.1624605655670166,0.9629263281822203,0.1018798798322677,0.9640142886673406,0.9653090798210878,0.9501736850487502,88.47
resnet50_5e-05_8,8,0.9462924003601074,0.1563168317079544,0.9619377255439758,0.1009456813335418,0.9624479414862512,0.9639718516016086,0.9488669892562472,84.82
resnet50_0.0001_10,1,0.8086864352226257,0.5248602628707886,0.9391992092132568,0.1661045998334884,0.9405753646694076,0.9431746873104904,0.9183770740703646,88.46
resnet50_0.0001_10,2,0.918114423751831,0.23765529692173,0.951062798500061,0.1317650526762008,0.9528227687154308,0.9545969398239764,0.9343345208067518,91.32
resnet50_0.0001_10,3,0.934110164642334,0.1938262730836868,0.9589717984199524,0.1230816021561622,0.9613801408450058,0.9625276822216848,0.9452649546850144,89.42
resnet50_0.0001_10,4,0.9394067525863647,0.1778164058923721,0.95847749710083,0.109879270195961,0.9588295189466074,0.960752165584127,0.9443071933155156,87.92
resnet50_0.0001_10,5,0.9462924003601074,0.1558592766523361,0.96391499042511,0.0967409461736679,0.9639150261583788,0.9655281525147908,0.951586244205349,89.77
resnet50_0.0001_10,6,0.9480932354927064,0.1497734189033508,0.965892255306244,0.0910768210887909,0.9661025413339296,0.9676323571226716,0.954209567636977,91.85
resnet50_0.0001_10,7,0.9533898234367372,0.13951376080513,0.9634206891059875,0.0951105132699012,0.9630990085371935,0.964923189009824,0.9509432690876144,95.5
resnet50_0.0001_10,8,0.9542372822761536,0.1305847465991974,0.9728126525878906,0.072964422404766,0.9729526053824188,0.974020365977762,0.9634570855295512,98.29
resnet50_0.0001_10,9,0.9580508470535278,0.1196238994598388,0.965892255306244,0.0912415012717247,0.9669262963179917,0.9681285601321798,0.9542439247024104,89.19
resnet50_0.0001_10,10,0.957839012145996,0.1146902069449424,0.9742956161499025,0.0757514536380767,0.9739236632275854,0.9750016742439814,0.9655329482464988,87.35
resnet50_0.0001_12,1,0.8144067525863647,0.5050786137580872,0.9332674145698548,0.1801080852746963,0.9342346615326004,0.937355226043206,0.9105377295802846,88.12
resnet50_0.0001_12,2,0.9202330708503724,0.2414172738790512,0.951062798500061,0.1307826191186905,0.9522492425633468,0.954000896721684,0.9342551287741075,86.83
resnet50_0.0001_12,3,0.9331567883491516,0.1953869760036468,0.950568437576294,0.1252151131629943,0.950328985133611,0.9531065473657844,0.9337339757585846,89.49
resnet50_0.0001_12,4,0.9419491291046144,0.1718776077032089,0.9589717984199524,0.1088534146547317,0.9582360991610624,0.9604926061956698,0.9451609749316576,91.55
resnet50_0.0001_12,5,0.9475635886192322,0.1528246998786926,0.95847749710083,0.1028525158762931,0.9584859175539864,0.9604790910529762,0.9443115135093352,88.41
resnet50_0.0001_12,6,0.9478813409805298,0.1473319232463836,0.9713296890258788,0.0877519622445106,0.9714574792748996,0.9724820338183982,0.9615601914822184,88.77
resnet50_0.0001_12,7,0.9559321999549866,0.1269914954900741,0.9703410863876344,0.0844086110591888,0.9711810148483526,0.971940011722636,0.9601207952116289,100.73
resnet50_0.0001_12,8,0.9557203650474548,0.1259191930294037,0.9742956161499025,0.0765439867973327,0.9754992068828756,0.975959066967788,0.9654284047844977,95.26
resnet50_0.0001_12,9,0.9558262825012208,0.1289684921503067,0.9757785201072692,0.0760229974985122,0.976363968521732,0.9769610305608692,0.9674073296887248,86.21
resnet50_0.0001_12,10,0.9611228704452516,0.114433005452156,0.9703410863876344,0.0824225917458534,0.9701273351048272,0.971484048703838,0.960203252092914,87.56
resnet50_0.0001_12,11,0.9626059532165528,0.1095054745674133,0.975284218788147,0.0749864429235458,0.9756136389618278,0.9764500534686228,0.9667834346854004,87.61
resnet50_0.0001_12,12,0.9627118706703186,0.1055733785033226,0.9728126525878906,0.0804730132222175,0.972752936615466,0.973861448549973,0.9635195758579772,87.17
resnet50_0.0001_8,1,0.7956568002700806,0.5502527356147766,0.9367276430130004,0.1892115622758865,0.9395382304597264,0.9415634350012038,0.9149222942491876,88.4
resnet50_0.0001_8,2,0.9133474826812744,0.2480561137199401,0.952545702457428,0.1302588582038879,0.9537399599696904,0.9555341863771876,0.936229477810792,87.72
resnet50_0.0001_8,3,0.9297669529914856,0.2020054310560226,0.9480968713760376,0.1358477175235748,0.9481193184709876,0.9506149967265092,0.9306607384224244,90.95
resnet50_0.0001_8,4,0.9401482939720154,0.1763390302658081,0.9634206891059875,0.1021172180771827,0.963881820576016,0.9651964253768744,0.9510106102997552,89.59
resnet50_0.0001_8,5,0.944385588169098,0.1587466299533844,0.9574888944625854,0.1121511608362197,0.9570280709297954,0.9592143734231788,0.943045755258104,88.52
resnet50_0.0001_8,6,0.9537076354026794,0.1432745605707168,0.965892255306244,0.0909678563475608,0.9669617283867616,0.968098010842412,0.9541964457777392,89.33
resnet50_0.0001_8,7,0.9512711763381958,0.1367000490427017,0.9634206891059875,0.0929464399814605,0.964495187498046,0.9658378385634036,0.9509515541109778,97.7
resnet50_0.0001_8,8,0.9560381174087524,0.1288611143827438,0.97380131483078,0.0797357335686683,0.9729788409769878,0.974248506127295,0.965039988349496,89.16
resnet50_0.001_10,1,0.8909957408905029,0.3087445795536041,0.947108268737793,0.1313518434762954,0.9474446186858289,0.9497954189063452,0.9291516793296264,86.84
resnet50_0.001_10,2,0.9344279766082764,0.1813705861568451,0.951062798500061,0.1455061882734298,0.9496868094011056,0.9523609749505624,0.9349673971647012,89.82
resnet50_0.001_10,3,0.9404661059379578,0.1666729152202606,0.9653978943824768,0.0972621217370033,0.964834421763226,0.9664954799496024,0.953682947489754,88.7
resnet50_0.001_10,4,0.9488347172737122,0.1456133127212524,0.9594661593437196,0.1036081463098526,0.960821385753147,0.9622634123643592,0.9457030549550208,89.07
resnet50_0.001_10,5,0.951694905757904,0.1373816132545471,0.9649035930633544,0.0946535840630531,0.9660600755678111,0.967375568698763,0.9529460406731206,86.72
resnet50_0.001_10,6,0.9492584466934204,0.1355139464139938,0.9663865566253662,0.0901178196072578,0.9670827956532972,0.968434729144412,0.9548716560174216,87.25
resnet50_0.001_10,7,0.9495762586593628,0.1301164776086807,0.956500232219696,0.1133424788713455,0.9561921061721256,0.958098147283877,0.9417332803009114,89.75
resnet50_0.001_10,8,0.9566737413406372,0.1170959249138832,0.965892255306244,0.0944398343563079,0.9648491928234512,0.9666228650253011,0.9544092418989092,103.06
resnet50_0.001_10,9,0.9540254473686218,0.1201356276869773,0.9649035930633544,0.0926866456866264,0.965407202676046,0.9659257956327229,0.9529302522379164,88.38
resnet50_0.001_10,10,0.9598516821861268,0.1149730384349823,0.9644092917442322,0.0966663211584091,0.9661109925688666,0.966481096727836,0.9522015667786792,87.37
resnet50_0.001_12,1,0.8908898234367371,0.2985415756702423,0.9495798349380492,0.141145572066307,0.948661884965032,0.9512048342187304,0.9329402172226898,117.71
resnet50_0.001_12,2,0.935169517993927,0.1864206939935684,0.9663865566253662,0.1036870628595352,0.9692791189998152,0.9683753847405144,0.9549289722990556,99.52
resnet50_0.001_12,3,0.9412076473236084,0.1694639772176742,0.9589717984199524,0.0990434885025024,0.9593550998233078,0.9616863174842892,0.9450952393435152,75.96
resnet50_0.001_12,4,0.9465042352676392,0.1454182714223861,0.9713296890258788,0.0857553929090499,0.9715670820070916,0.9726536652924548,0.961477195003728,74.62
resnet50_0.001_12,5,0.9527542591094972,0.130958616733551,0.9728126525878906,0.079758770763874,0.973238266283167,0.9740692614488528,0.9634415163195252,74.16
resnet50_0.001_12,6,0.9543431997299194,0.1309292614459991,0.9822046756744384,0.052713543176651,0.982412040769998,0.982649604133762,0.9760784820249476,75.2
resnet50_0.001_12,7,0.959639847278595,0.1164157316088676,0.9728126525878906,0.073171779513359,0.9737763603664812,0.974599126234322,0.96347431425543,75.34
resnet50_0.001_12,8,0.9549788236618042,0.1214582026004791,0.9723183512687684,0.0713268220424652,0.9713836969147118,0.9728558941053445,0.9629672122293556,79.38
resnet50_0.001_12,9,0.9556143879890442,0.117496334016323,0.9683638215065002,0.0756220892071724,0.9686056164667092,0.9699268554567348,0.9575001307033127,74.98
resnet50_0.001_12,10,0.9588983058929444,0.1145024970173835,0.9747899174690248,0.0700141265988349,0.9752261126917652,0.975925127822918,0.96609324932312,76.18
resnet50_0.001_12,11,0.9641948938369752,0.098160333931446,0.9742956161499025,0.0674100667238235,0.9741395621660872,0.9751528694093484,0.965455267364264,78.6
resnet50_0.001_12,12,0.9587923884391784,0.1090142950415611,0.977261483669281,0.0664628073573112,0.977064493462406,0.9778210899756624,0.9695107582498405,76.01
resnet50_0.001_8,1,0.8908898234367371,0.3149904608726501,0.960454761981964,0.1143067553639411,0.9619515263560566,0.962190715251338,0.9469407615949034,81.84
resnet50_0.001_8,2,0.9342160820961,0.1893128454685211,0.9307958483695984,0.161364659667015,0.9336543727738236,0.9369603440931662,0.9088660440573354,76.11
resnet50_0.001_8,3,0.9379237294197084,0.1716869175434112,0.9777557849884032,0.0695429891347885,0.9776343561525782,0.978309629277402,0.9701776762746972,74.21
